ticket_id,venue_name,venue_type,state,issue_category,priority,created_date,resolved_date,response_time_hrs,resolution_time_hrs,csat_score,assigned_agent
TICK1212,"Mason, Wyatt and Vasquez",Cafe,QLD,Payments,Medium,2024-06-11,2024-06-17,5.9,40.1,5.0,John.S
TICK1213,Hunt-Frey,Pub,QLD,Menu Upload,Medium,2025-02-19,2025-02-22,6.6,31.8,4.0,Emily.T
TICK1214,"Rice, Floyd and Jones",Cafe,WA,Payments,Low,2024-07-20,2024-07-25,3.0,31.0,4.0,Sarah.L
TICK1215,"Williams, Schneider and Gilbert",Pub,ACT,POS Connection,Medium,2024-06-10,2024-06-17,7.4,67.6,,Tom.R
TICK1216,"Rodriguez, Moore and Johnston",Bar,TAS,Technical Issue,High,2024-08-17,2024-08-21,4.2,61.6,,John.S
TICK1217,Payne Inc,Bar,QLD,POS Connection,High,2024-03-29,2024-04-01,1.4,53.9,2.0,John.S
TICK1218,"Miller, Johnston and Barker",Pub,WA,POS Connection,Low,2024-07-29,2024-08-01,6.9,11.0,3.0,Emily.T
TICK1219,Gray PLC,Restaurant,SA,Payments,Medium,2024-06-07,2024-06-13,5.1,21.7,3.0,Mike.D
TICK1220,Mejia Group,Restaurant,TAS,Integrations,Medium,2024-03-09,2024-03-10,6.2,15.7,3.0,Emily.T
TICK1221,Tucker Group,Restaurant,WA,Integrations,High,2024-03-03,2024-03-05,8.2,28.5,2.0,Sarah.L
TICK1222,"Smith, Johnson and Jackson",Restaurant,ACT,Menu Upload,Medium,2025-01-29,2025-02-05,10.8,25.9,3.0,Sarah.L
TICK1223,Clark LLC,Restaurant,QLD,POS Connection,Medium,2024-10-06,2024-10-07,5.1,71.6,,Emily.T
TICK1224,"Brown, Allison and West",Restaurant,WA,Payments,Medium,2024-05-26,2024-05-29,11.5,31.8,,John.S
TICK1225,"Burch, Garcia and Matthews",Bar,SA,Payments,Low,2024-12-31,2025-01-07,7.1,19.5,2.0,Mike.D
TICK1226,Allen Inc  ,Bar,VIC,Technical Issue,Medium,2024-05-07,2024-05-11,7.5,41.6,2.0,Tom.R
TICK1227,"Lewis, Huff and Johnson",Cafe,VIC,Menu Upload,Medium,2025-02-22,2025-02-26,9.3,21.8,2.0,Tom.R
TICK1228,"Clark, Mclaughlin and Chung",Restaurant,WA,Integrations,Medium,2024-03-17,2024-03-22,11.8,56.9,,Sarah.L
TICK1229,Maynard-Spencer,Bar,QLD,Integrations,High,2024-09-04,2024-09-05,6.0,53.4,,Mike.D
TICK1230,Carpenter-Lester,Bar,ACT,Integrations,High,2024-05-23,2024-05-24,11.9,63.3,4.0,Tom.R
TICK1231,Mahoney-Villarreal,Restaurant,NSW,Menu Upload,Medium,2024-06-03,2024-06-05,7.1,49.9,1.0,Mike.D
TICK1232,Mendoza Group,Cafe,ACT,POS Connection,Medium,2024-07-02,2024-07-09,5.6,23.2,4.0,Tom.R
TICK1233,"Jackson, Hernandez and Green",Restaurant,QLD,Integrations,Medium,2024-03-05,2024-03-11,4.9,36.3,1.0,Mike.D
TICK1234,Chang-Palmer,Bar,NSW,POS Connection,High,2024-06-06,2024-06-07,5.3,31.2,,Emily.T
TICK1235,"Yoder, Watkins and Fischer",Pub,NSW,Payments,Medium,2025-02-10,2025-02-16,9.2,68.7,1.0,John.S
TICK1236,"Jackson, Fields and Medina",Restaurant,QLD,POS Connection,High,2024-11-17,2024-11-23,10.1,31.6,4.0,John.S
TICK1237,Hardy PLC,Pub,NT,Menu Upload,Medium,2024-08-25,2024-09-01,8.7,52.6,2.0,Emily.T
TICK1238,"Reese, Ross and Long",Cafe,SA,Menu Upload,Low,2024-10-19,2024-10-24,2.5,71.0,2.0,Emily.T
TICK1239,Jones and Sons,Pub,TAS,POS Connection,High,2024-06-12,2024-06-17,11.2,65.4,5.0,Sarah.L
TICK1240,Reeves-Mayer,Restaurant,NSW,Integrations,Medium,2024-11-21,2024-11-28,3.4,28.9,1.0,Sarah.L
TICK1241,"Weber, Morales and Smith",Restaurant,NSW,POS Connection,High,2024-06-03,2024-06-04,10.0,55.5,2.0,John.S
TICK1242,Mosley Group,Bar,NSW,Technical Issue,Low,2024-07-11,2024-07-16,3.5,26.4,5.0,Emily.T
TICK1243,Williams and Sons,Bar,NT,POS Connection,High,2024-08-30,2024-09-02,5.3,12.1,4.0,John.S
TICK1244,Holmes Inc,Bar,QLD,Integrations,Low,2024-09-26,2024-10-02,1.8,24.6,1.0,Sarah.L
TICK1245,"Ellison, Griffin and Wilson",Cafe,NSW,POS Connection,High,2024-03-27,2024-03-30,10.2,30.4,,Tom.R
TICK1246,"Bryant, Powell and Riley",Restaurant,VIC,Integrations,Low,2024-12-12,2024-12-14,5.7,58.9,2.0,Sarah.L
TICK1247,"Mcfarland, Waters and Fleming",Restaurant,SA,Technical Issue,Medium,2024-07-29,2024-07-30,7.1,58.8,4.0,Emily.T
TICK1248,Garcia-Wood,Cafe,NSW,POS Connection,Low,2024-06-08,2024-06-13,5.8,27.9,3.0,Mike.D
TICK1249,Smith-Coleman,Bar,WA,Payments,Medium,2024-03-20,2024-03-26,4.6,25.4,,Mike.D
TICK1250,Lopez-Fuentes,Restaurant,NSW,Menu Upload,Medium,2024-08-31,2024-09-02,8.2,12.5,1.0,Tom.R
TICK1251,Tucker LLC,Restaurant,NSW,Integrations,Medium,2024-10-16,2024-10-22,6.8,43.9,,Tom.R
TICK1252,Owens-Brown,Cafe,TAS,Technical Issue,High,2024-12-23,2024-12-27,9.0,16.9,2.0,Emily.T
TICK1253,"Smith, Martin and Young",Cafe,NT,Menu Upload,Medium,2025-01-29,2025-02-02,7.5,15.4,,Sarah.L
TICK1254,"Martinez, Russell and Guzman",Pub,NSW,POS Connection,Medium,2024-10-24,2024-10-25,9.0,67.1,1.0,Mike.D
TICK1255,"Bishop, Henderson and Hood",Bar,QLD,Payments,High,2024-09-05,2024-09-07,8.2,56.7,5.0,Sarah.L
tick1256,Roberson and Sons,Pub,QLD,Technical Issue,High,2024-09-29,2024-10-03,4.8,34.3,5.0,Emily.T
TICK1257,Hoover-Kennedy,Pub,VIC,Integrations,High,2024-09-08,2024-09-13,8.5,39.2,4.0,Sarah.L
TICK1258,Diaz and Sons,Restaurant,ACT,POS Connection,High,2024-06-02,2024-06-06,2.8,68.2,3.0,Emily.T
TICK1259,"Williams, Woodward and Galvan",Pub,VIC,Integrations,Medium,2025-02-21,2025-02-25,2.0,44.4,5.0,John.S
TICK1260,Sanders-Hayes,Restaurant,VIC,Menu Upload,Medium,2024-05-21,2024-05-26,1.8,33.4,2.0,Sarah.L
TICK1261,Madden-Collins,Pub,WA,POS Connection,Medium,2024-06-04,2024-06-06,9.2,11.0,1.0,Mike.D
TICK1262,"Mann, Lewis and Boyd",Restaurant,NSW,Integrations,Medium,2024-10-15,2024-10-21,3.1,44.1,5.0,Emily.T
TICK1263,Tucker-Green,Restaurant,TAS,POS Connection,Medium,2024-12-26,2024-12-31,4.1,33.0,1.0,Tom.R
TICK1264,Ware-Rogers,Bar,SA,POS Connection,High,2024-06-14,2024-06-16,3.1,56.7,3.0,John.S
TICK1265,"Wells, Crawford and Reed",Cafe,VIC,Payments,Low,2024-12-30,2025-01-05,10.9,56.7,3.0,Mike.D
TICK1266,"Key, Ramirez and Martinez",Bar,QLD,Menu Upload,Medium,2024-09-01,2024-09-06,4.1,45.6,3.0,Tom.R
TICK1267,Turner-Lewis,Restaurant,NT,POS Connection,High,2024-06-12,2024-06-14,10.2,44.6,4.0,Tom.R
TICK1268,"Brown, Brown and Simpson",Cafe,NT,Menu Upload,Medium,2024-12-28,2025-01-03,2.7,17.8,4.0,Sarah.L
TICK1269,Rose Ltd,Pub,SA,Menu Upload,High,2024-08-30,2024-09-01,11.9,44.8,4.0,John.S
TICK1270,"Carroll, Johnson and Fleming",Restaurant,NSW,POS Connection,Medium,2024-09-24,2024-09-28,7.1,45.3,4.0,John.S
TICK1271,Mcmahon-Brennan,Cafe,SA,Menu Upload,Medium,2024-05-19,2024-05-26,8.9,54.9,4.0,Emily.T
TICK1272,"Price, Briggs and Simmons",Bar,NT,POS Connection,Medium,2024-04-02,2024-04-04,9.5,34.2,3.0,Tom.R
TICK1273,Mcintyre-Mcknight,Bar,QLD,Payments,Medium,2024-10-06,2024-10-10,6.5,67.6,,Mike.D
TICK1274,"Coleman, Boone and Parks",Bar,VIC,Payments,Medium,2024-12-28,2024-12-31,10.1,37.4,3.0,Mike.D
TICK1275,Smith Group,Bar,QLD,POS Connection,Medium,2024-04-07,2024-04-10,1.7,14.8,,Mike.D
TICK1276,"Daniels, Soto and Cuevas",Pub,NT,Payments,High,2024-10-24,2024-10-28,2.1,21.0,,Tom.R
TICK1277,Chavez-Kelly,Cafe,VIC,Menu Upload,Medium,2024-06-23,2024-06-29,1.6,13.8,,Sarah.L
TICK1278,Perez-Guzman,Restaurant,NSW,POS Connection,Medium,2024-05-27,2024-06-01,4.3,64.1,,Mike.D
TICK1279,"Bell, Cox and Davis",Bar,ACT,Integrations,Low,2024-10-01,2024-10-05,6.0,13.9,3.0,Emily.T
TICK1280,Smith PLC,Bar,NT,Payments,Medium,2024-11-19,2024-11-26,10.4,23.9,3.0,John.S
TICK1281,"Bentley, Johnson and Davenport",Cafe,NT,POS Connection,Low,2024-12-10,2024-12-16,11.4,26.1,2.0,Sarah.L
TICK1282,"Mitchell, Ortiz and Hopkins",Pub,NSW,Menu Upload,,2024-06-25,2024-07-01,10.0,29.0,3.0,John.S
TICK1283,Burke-Mcintyre,Pub,QLD,Technical Issue,High,2024-09-03,2024-09-10,2.4,66.6,4.0,Sarah.L
TICK1284,"Patel, Mcclain and Williams",Bar,ACT,Technical Issue,Medium,2024-08-13,2024-08-15,6.0,20.4,1.0,John.S
TICK1285,Parker-Bender,Restaurant,NT,Payments,Medium,2024-12-17,2024-12-22,2.2,25.9,,Tom.R
TICK1286,Harrington PLC,Bar,NT,POS Connection,Medium,2024-03-13,2024-03-15,9.5,15.4,1.0,Emily.T
TICK1287,"Burke, Wolf and Snyder",Pub,NT,Technical Issue,Low,2024-08-05,2024-08-06,1.7,21.2,,Sarah.L
tick1288,Hill Inc,Bar,WA,Technical Issue,Medium,2024-10-20,2024-10-21,7.6,53.7,5.0,Sarah.L
TICK1289,Smith Ltd,Cafe,NSW,Payments,,2025-01-01,2025-01-04,2.6,43.2,,Emily.T
TICK1290,Burton-Miles,Bar,NT,POS Connection,High,2024-04-08,2024-04-14,8.5,68.4,3.0,Emily.T
TICK1291,Doyle-Flores,Cafe,WA,Menu Upload,Low,2024-10-17,2024-10-23,11.0,58.6,4.0,Emily.T
TICK1292,"Anderson, Smith and Beard",Pub,WA,Payments,Medium,2025-01-01,2025-01-05,11.0,17.5,2.0,John.S
TICK1293,"Powell, Green and Lee",Bar,VIC,Technical Issue,High,2024-05-06,2024-05-07,6.4,31.7,3.0,Emily.T
TICK1294,"Schmidt, Powers and Bailey",Pub,SA,Integrations,Medium,2024-04-25,2024-04-30,1.5,36.5,,Sarah.L
TICK1295,"Frye, Miller and Smith",Restaurant,QLD,Menu Upload,High,2024-08-14,2024-08-16,10.9,14.4,2.0,Emily.T
TICK1296,Lucas Ltd,Pub,ACT,Integrations,Low,2024-08-30,2024-09-06,9.5,36.4,5.0,Tom.R
TICK1297,Stewart Inc,Cafe,NSW,Integrations,High,2024-06-01,2024-06-05,4.4,29.3,5.0,Mike.D
TICK1298,Sandoval LLC,Cafe,ACT,Integrations,Medium,2024-06-04,2024-06-08,11.7,41.2,,Mike.D
TICK1299,"Baker, Graham and Mitchell",Pub,TAS,Technical Issue,Medium,2025-01-29,2025-02-03,3.9,23.0,2.0,Mike.D
TICK1300,"Rogers, Carter and Williams",Pub,ACT,Technical Issue,High,2025-01-07,2025-01-10,4.5,38.4,,Sarah.L
TICK1301,"Carrillo, Lopez and Mcmahon",Bar,WA,Integrations,Medium,2024-12-07,2024-12-08,10.4,49.7,2.0,Tom.R
TICK1302,Price-Mcdaniel,Bar,NSW,Menu Upload,High,2025-02-13,2025-02-19,3.0,10.3,2.0,Sarah.L
TICK1303,"Singh, Garcia and Charles",Bar,WA,Menu Upload,High,2024-12-24,2024-12-26,12.0,11.0,5.0,John.S
TICK1304,Wright-Henderson,Cafe,NSW,Technical Issue,Low,2024-12-06,2024-12-13,9.6,59.0,4.0,John.S
TICK1305,Hart-Ford,Bar,WA,Integrations,Medium,2025-01-11,2025-01-17,7.8,30.3,5.0,Mike.D
TICK1306,Wilson and Sons,Restaurant,VIC,Menu Upload,Medium,2024-09-12,2024-09-17,7.9,20.1,1.0,John.S
TICK1307,"Swanson, Patton and Johnson",Bar,SA,Payments,Low,2025-02-17,2025-02-22,10.3,42.7,5.0,John.S
TICK1308,Jackson-Oneill,Pub,VIC,POS Connection,Medium,2024-10-31,2024-11-04,3.8,35.8,2.0,Mike.D
TICK1309,"Jones, Howell and Olson",Cafe,TAS,Integrations,High,2024-07-19,2024-07-21,12.0,47.6,3.0,Tom.R
TICK1310,"Adams, Brown and Morgan",Restaurant,TAS,Integrations,Medium,2024-04-21,2024-04-24,5.2,36.2,2.0,Mike.D
TICK1311,Williams-Bryant,Restaurant,NT,Menu Upload,High,2024-10-10,2024-10-11,8.7,25.9,,Tom.R
TICK1312,"Nguyen, Smith and Kelly",Pub,NSW,POS Connection,Medium,2024-08-25,2024-08-27,5.3,36.0,4.0,Sarah.L
TICK1313,Krueger Ltd,Restaurant,TAS,Payments,Medium,2024-05-24,2024-05-28,10.6,25.7,3.0,Mike.D
TICK1314,Brooks-Lee,Bar,TAS,Payments,High,2024-03-06,2024-03-10,3.9,60.0,5.0,Emily.T
TICK1315,Fry Ltd,Bar,SA,Integrations,Medium,2024-10-08,2024-10-14,7.0,28.3,1.0,John.S
TICK1316,Weaver-Cole,Pub,SA,Payments,Low,2024-08-30,2024-09-05,9.1,56.7,5.0,Sarah.L
TICK1317,Malone LLC,Cafe,QLD,Payments,Low,2024-10-06,2024-10-13,1.1,43.1,,John.S
TICK1318,"Anderson, Hayden and Benson",Restaurant,TAS,Integrations,Low,2025-02-08,2025-02-15,5.7,29.5,,Mike.D
TICK1319,"Hughes, Fleming and Arnold",Pub,SA,Menu Upload,Medium,2024-09-15,2024-09-16,2.3,41.2,5.0,John.S
TICK1320,Rodriguez PLC,Pub,NT,Menu Upload,Low,2024-11-22,2024-11-24,10.6,20.4,,Emily.T
TICK1321,Savage Group,Pub,WA,Menu Upload,High,2024-11-13,2024-11-15,3.1,42.9,3.0,Sarah.L
TICK1322,Phillips PLC,Bar,QLD,Payments,Medium,2024-11-21,2024-11-23,7.0,13.8,5.0,Emily.T
TICK1323,"Torres, Lloyd and Jones",Pub,VIC,Menu Upload,Medium,2024-03-04,2024-03-11,3.8,28.0,4.0,Emily.T
TICK1324,Wells Ltd,Restaurant,VIC,Payments,Low,2024-10-18,2024-10-19,1.9,38.7,1.0,Emily.T
tick1325,"Cherry, Montes and Sullivan",Pub,VIC,Payments,High,2025-01-04,2025-01-05,6.3,64.3,1.0,Emily.T
TICK1326,"Whitaker, Morales and Bautista",Cafe,NSW,Technical Issue,Medium,2024-07-16,2024-07-23,3.3,53.0,2.0,Emily.T
TICK1327,Spencer LLC,Bar,QLD,Menu Upload,Medium,2024-11-29,2024-12-06,10.9,51.8,3.0,John.S
TICK1328,"Bell, Murray and Hunter",Pub,NT,Payments,Medium,2024-06-27,2024-07-03,7.8,20.8,3.0,John.S
TICK1329,"Scott, Gill and Soto",Pub,ACT,Payments,Medium,2024-04-29,2024-05-05,10.8,49.7,1.0,John.S
TICK1330,"Hardin, Pittman and Cruz",Restaurant,QLD,Technical Issue,Low,2024-09-19,2024-09-23,3.7,47.6,3.0,John.S
TICK1331,Prince-Lee,Cafe,QLD,Payments,Medium,2024-07-22,2024-07-29,1.3,46.2,3.0,Mike.D
TICK1332,Ramirez Ltd,Pub,WA,Payments,High,2024-03-05,2024-03-06,6.2,21.4,4.0,Sarah.L
TICK1333,Leach-Reed  ,Restaurant,ACT,Integrations,High,2024-05-04,2024-05-10,3.6,51.2,1.0,Sarah.L
TICK1334,Decker-Blevins,Pub,ACT,Menu Upload,High,2024-05-19,2024-05-22,11.2,44.1,5.0,Tom.R
TICK1335,Frank Inc,Restaurant,WA,Menu Upload,,2024-06-24,2024-06-28,10.1,62.0,4.0,Sarah.L
TICK1336,"Burnett, Smith and Keller",Bar,SA,Technical Issue,High,2025-02-08,2025-02-11,3.7,30.1,,Tom.R
TICK1337,Benjamin PLC,Pub,QLD,Integrations,Medium,2024-08-30,2024-09-01,5.5,67.6,4.0,Tom.R
TICK1338,Taylor-Coleman,Restaurant,ACT,POS Connection,Medium,2024-03-30,2024-04-04,4.7,27.1,3.0,Sarah.L
TICK1339,Smith Group,Pub,ACT,Integrations,Medium,2024-07-19,2024-07-20,10.1,10.8,4.0,John.S
TICK1340,Bolton-Barrett,Restaurant,SA,Payments,Low,2025-02-11,2025-02-16,6.0,46.7,5.0,Tom.R
TICK1341,Baker Group,Restaurant,TAS,Menu Upload,Medium,2025-01-02,2025-01-03,1.4,41.7,5.0,Tom.R
TICK1342,"Dawson, Greene and Flores",Restaurant,ACT,Menu Upload,Medium,2025-01-19,2025-01-23,8.2,40.1,,Sarah.L
TICK1343,"Mitchell, Howard and Chavez",Pub,SA,Integrations,High,2024-11-22,2024-11-28,9.4,68.7,5.0,John.S
TICK1344,"Rose, Nelson and Pearson",Restaurant,QLD,Menu Upload,Low,2024-04-15,2024-04-16,9.1,15.2,1.0,Sarah.L
TICK1345,Bennett PLC,Restaurant,TAS,POS Connection,Medium,2024-11-06,2024-11-10,6.7,50.0,3.0,Mike.D
TICK1346,Anderson and Sons,Bar,ACT,Technical Issue,High,2024-03-06,2024-03-10,8.3,28.0,5.0,John.S
TICK1347,Lopez and Sons,Pub,NSW,Integrations,Low,2024-03-09,2024-03-12,8.7,54.0,3.0,Tom.R
TICK1348,Jenkins-Brown,Restaurant,TAS,Technical Issue,Medium,2024-10-17,2024-10-22,7.1,13.3,3.0,Mike.D
TICK1349,Moreno-Thompson,Restaurant,SA,Technical Issue,Medium,2024-05-08,2024-05-15,7.0,18.8,,Tom.R
TICK1350,Rodriguez PLC,Bar,VIC,Payments,High,2024-10-25,2024-11-01,4.4,50.6,3.0,Mike.D
TICK1351,Sparks-Davis,Restaurant,ACT,Technical Issue,Low,2024-11-10,2024-11-15,6.1,16.5,,Sarah.L
TICK1352,"Cunningham, Turner and Nichols",Cafe,NT,Menu Upload,Medium,2025-02-23,2025-03-01,1.2,32.0,5.0,Sarah.L
TICK1353,Jones Group,Pub,WA,Integrations,Medium,2024-10-02,2024-10-09,7.5,50.4,5.0,Tom.R
TICK1354,Davis LLC,Restaurant,SA,Payments,High,2025-02-17,2025-02-19,10.7,43.0,3.0,Mike.D
TICK1355,Tran Group,Bar,NSW,POS Connection,Low,2025-01-23,2025-01-25,2.0,21.1,3.0,Mike.D
TICK1356,"Roberts, Peterson and Mccall",Cafe,ACT,Integrations,Medium,2024-10-06,2024-10-08,1.3,11.0,5.0,Tom.R
TICK1357,"White, Fleming and Jones",Cafe,ACT,Technical Issue,Medium,2024-10-27,2024-11-01,1.0,56.5,3.0,Sarah.L
TICK1358,Thompson-Hamilton,Pub,QLD,Technical Issue,Medium,2024-09-11,2024-09-18,4.9,13.2,1.0,Emily.T
TICK1359,"Lynn, Long and Peterson",Cafe,TAS,Menu Upload,High,2024-07-25,2024-07-31,2.1,32.8,3.0,John.S
TICK1360,Watkins-Reyes,Bar,WA,Payments,High,2024-03-16,2024-03-23,10.1,29.2,4.0,Mike.D
TICK1361,"Bentley, Sanchez and Roberts",Pub,NSW,Integrations,Low,2024-11-17,2024-11-20,3.7,48.9,,Mike.D
TICK1362,"Turner, Chung and Cannon",Cafe,QLD,Payments,Medium,2024-08-09,2024-08-14,2.7,61.6,,Tom.R
TICK1363,"Chambers, Mcdonald and Miller",Pub,QLD,Integrations,Medium,2025-02-04,2025-02-07,9.1,45.2,4.0,Sarah.L
TICK1364,Joseph PLC,Pub,NT,Integrations,Medium,2024-04-27,2024-04-30,9.4,40.0,1.0,Mike.D
TICK1365,"Morgan, Hughes and Johnson",Bar,ACT,Payments,Medium,2024-07-02,2024-07-06,10.6,61.6,5.0,Tom.R
TICK1366,"Wells, Robinson and Schneider  ",Restaurant,VIC,Menu Upload,High,2024-03-19,2024-03-21,5.1,36.4,1.0,Mike.D
TICK1367,Miller-Mcbride  ,Bar,NSW,POS Connection,Medium,2025-01-27,2025-01-30,1.9,60.8,5.0,Mike.D
TICK1368,"Frazier, Chan and Clark",Restaurant,QLD,Integrations,Low,2024-10-15,2024-10-22,1.0,28.9,3.0,Tom.R
TICK1369,Mccann-Snyder,Bar,NT,POS Connection,High,2024-09-23,2024-09-26,2.9,20.0,2.0,Sarah.L
TICK1370,"Pierce, Ford and Spencer",Cafe,TAS,Integrations,High,2024-12-25,2024-12-31,3.8,56.5,1.0,Tom.R
TICK1371,"Chase, Arias and Newman",Pub,TAS,POS Connection,Low,2024-06-12,2024-06-16,7.7,57.4,,John.S
TICK1372,"Anderson, Wolf and Baker",Pub,QLD,Technical Issue,High,2024-03-28,2024-03-31,8.5,38.3,1.0,John.S
TICK1373,Salazar Inc,Restaurant,NT,Payments,Medium,2024-07-14,2024-07-16,1.0,18.9,3.0,Tom.R
TICK1374,Ortiz-Jones,Bar,QLD,Menu Upload,High,2024-06-23,2024-06-26,8.7,35.5,,Mike.D
TICK1375,"Christensen, Porter and Todd",Pub,QLD,Menu Upload,Medium,2024-10-05,2024-10-08,2.1,16.9,3.0,Mike.D
TICK1376,Holt PLC,Bar,NT,POS Connection,Medium,2025-02-07,2025-02-10,6.7,55.1,5.0,Tom.R
TICK1377,"Martinez, Reed and Anderson",Restaurant,ACT,POS Connection,Medium,2024-07-08,2024-07-15,5.2,36.1,,Tom.R
TICK1378,Bell PLC,Cafe,ACT,Menu Upload,Medium,2024-08-22,2024-08-26,3.5,23.9,4.0,John.S
TICK1379,"Peterson, Griffin and Miller",Cafe,VIC,Technical Issue,Medium,2024-12-10,2024-12-17,4.8,27.6,2.0,Emily.T
TICK1380,Peters Ltd,Bar,NSW,Menu Upload,Medium,2024-07-23,2024-07-27,3.9,56.6,,John.S
TICK1381,Mckee Inc,Bar,ACT,Technical Issue,Low,2024-12-13,2024-12-17,4.8,55.8,2.0,Mike.D
TICK1382,White Inc,Pub,NT,Integrations,High,2024-04-29,2024-05-06,6.0,48.2,3.0,Mike.D
TICK1383,"Mitchell, Cuevas and Alexander",Cafe,ACT,Technical Issue,High,2024-09-19,2024-09-20,2.8,71.8,1.0,Tom.R
TICK1384,Solomon Inc,Restaurant,ACT,Payments,Low,2025-01-22,2025-01-29,11.8,45.3,,Emily.T
TICK1385,Schmidt-House,Pub,NSW,POS Connection,Medium,2024-09-11,2024-09-18,2.0,12.7,2.0,John.S
TICK1386,Carpenter Group,Cafe,WA,Payments,Medium,2024-03-20,2024-03-21,5.7,27.1,3.0,Tom.R
TICK1387,Flores-Boone,Cafe,NSW,Menu Upload,Medium,2024-12-09,2024-12-14,7.4,65.7,3.0,Sarah.L
TICK1388,Watson Group,Bar,ACT,Menu Upload,Low,2025-02-18,2025-02-25,2.6,14.6,4.0,Tom.R
TICK1389,"Rosario, Reynolds and Murphy",Restaurant,NSW,Integrations,,2024-07-04,2024-07-07,3.8,55.6,4.0,John.S
TICK1390,"Dean, Ramsey and Ortega",Restaurant,SA,Payments,Medium,2024-04-28,2024-05-04,9.8,37.9,2.0,Sarah.L
TICK1391,Johnson-Sanchez,Bar,TAS,Menu Upload,Low,2024-11-24,2024-11-29,3.4,37.7,1.0,Sarah.L
TICK1392,Brown Inc,Restaurant,NT,Payments,Medium,2024-03-12,2024-03-16,11.3,60.0,5.0,Tom.R
TICK1393,Martin Inc,Cafe,SA,Technical Issue,Low,2024-11-10,2024-11-15,10.5,30.5,,John.S
TICK1394,Simmons-Hopkins,Bar,TAS,Technical Issue,Medium,2024-03-30,2024-04-05,9.0,10.9,2.0,Mike.D
TICK1395,Butler Group,Cafe,NSW,Integrations,Medium,2024-08-05,2024-08-09,11.3,41.9,5.0,Sarah.L
TICK1396,"Gonzalez, Hart and Ochoa",Pub,ACT,POS Connection,High,2024-09-26,2024-10-02,4.0,40.7,1.0,Tom.R
TICK1397,Ortiz and Sons,Cafe,NT,Payments,Medium,2025-03-01,2025-03-06,4.6,49.8,3.0,Emily.T
TICK1398,Aguilar Ltd,Bar,QLD,Payments,Medium,2024-07-29,2024-08-02,2.1,56.0,5.0,Emily.T
TICK1399,"Schmidt, Adams and Roberts",Pub,NT,Technical Issue,Low,2024-03-07,2024-03-14,7.7,24.6,3.0,Emily.T
TICK1400,Allen-Ponce,Pub,NSW,Integrations,Medium,2024-05-28,2024-05-29,9.2,20.1,,Sarah.L
TICK1401,Hunt-Miller,Cafe,QLD,Payments,Medium,2024-06-17,2024-06-22,8.6,38.5,4.0,Sarah.L
TICK1402,Wong Inc,Pub,WA,Integrations,Medium,2024-03-14,2024-03-19,9.8,39.7,3.0,Mike.D
TICK1403,Bailey LLC,Pub,ACT,Technical Issue,,2024-09-08,2024-09-13,8.1,27.8,1.0,Sarah.L
TICK1404,"Rogers, Johnson and Hall",Pub,NSW,POS Connection,Low,2025-01-29,2025-01-31,4.5,62.1,4.0,John.S
TICK1405,"Sanchez, Rodriguez and Oneill",Bar,WA,Menu Upload,Medium,2024-03-30,2024-03-31,11.8,66.6,,Tom.R
TICK1406,Mills Ltd,Bar,QLD,Integrations,Medium,2024-09-01,2024-09-05,5.5,63.7,4.0,Sarah.L
TICK1407,Fox Ltd,Bar,ACT,Technical Issue,High,2024-08-22,2024-08-24,6.0,66.3,3.0,Mike.D
TICK1408,Black Ltd,Restaurant,TAS,Integrations,Medium,2024-07-14,2024-07-15,6.8,56.7,3.0,Sarah.L
TICK1409,"Grant, Burke and Williams",Restaurant,VIC,Payments,Medium,2024-11-22,2024-11-24,5.6,52.8,2.0,Emily.T
TICK1410,Rogers-Miranda,Bar,WA,Menu Upload,High,2025-02-10,2025-02-17,5.6,25.3,4.0,Mike.D
TICK1411,Smith-Harvey,Restaurant,TAS,Menu Upload,Medium,2024-07-25,2024-07-30,4.2,15.1,1.0,Mike.D
TICK1412,Cabrera-Martinez,Restaurant,ACT,Menu Upload,Medium,2024-09-06,2024-09-09,5.6,50.4,2.0,Tom.R
TICK1413,Wheeler PLC,Restaurant,ACT,Menu Upload,High,2024-04-13,2024-04-17,9.0,27.7,4.0,Emily.T
TICK1414,"Lewis, Wilkinson and Simpson",Cafe,QLD,Payments,Medium,2025-02-24,2025-03-02,4.6,41.0,5.0,Mike.D
TICK1415,Smith Inc,Cafe,SA,Integrations,High,2025-02-14,2025-02-21,9.4,63.8,5.0,John.S
TICK1416,"Gallagher, Summers and Robinson",Pub,VIC,Payments,High,2025-02-01,2025-02-08,8.4,56.9,5.0,Tom.R
TICK1417,Duarte-Murray  ,Bar,VIC,Integrations,Medium,2024-06-23,2024-06-27,1.0,56.0,2.0,Mike.D
TICK1418,"Mora, Roman and Franklin",Bar,ACT,POS Connection,Medium,2024-08-22,2024-08-24,2.4,51.5,1.0,John.S
TICK1419,Bentley Ltd,Restaurant,ACT,POS Connection,High,2024-10-08,2024-10-15,9.7,17.2,2.0,Sarah.L
TICK1420,"Mills, Erickson and Gonzalez",Bar,NT,Integrations,High,2024-05-15,2024-05-19,3.7,25.0,,Mike.D
TICK1421,Khan PLC,Restaurant,TAS,POS Connection,Low,2024-09-30,2024-10-05,3.1,10.6,3.0,Emily.T
TICK1422,Morse Ltd,Cafe,NSW,POS Connection,Low,2024-05-11,2024-05-17,5.7,20.4,5.0,Emily.T
